habitat,veil-type,cap-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,cap-surface,cap-shape,stalk-root,class
waste,partial,red,smooth,smooth,white,red,two,smooth,knobbed,,edible
paths,partial,yellow,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,red,two,smooth,knobbed,,edible
woods,partial,yellow,silky,scaly,white,brown,one,scaly,flat,,poisonous
paths,partial,gray,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,buff,one,scaly,flat,bulbous,poisonous
paths,partial,red,silky,smooth,pink,white,one,scaly,convex,,poisonous
waste,partial,buff,smooth,smooth,red,red,two,smooth,flat,,edible
urban,partial,white,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,gray,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
waste,partial,pink,smooth,smooth,red,white,two,scaly,flat,,edible
grasses,partial,yellow,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,red,red,two,smooth,knobbed,,edible
waste,partial,brown,smooth,smooth,red,red,two,scaly,convex,,edible
grasses,partial,yellow,silky,silky,pink,brown,one,scaly,convex,bulbous,poisonous
grasses,partial,buff,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,gray,silky,silky,pink,pink,one,scaly,convex,bulbous,poisonous
urban,partial,gray,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,white,fibrous,smooth,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,brown,silky,scaly,white,yellow,one,fibrous,convex,,poisonous
grasses,partial,buff,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,red,red,two,scaly,flat,,edible
grasses,partial,yellow,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
urban,partial,buff,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
leaves,partial,brown,fibrous,smooth,white,brown,one,fibrous,knobbed,bulbous,edible
grasses,partial,yellow,silky,silky,buff,buff,one,scaly,flat,bulbous,poisonous
leaves,partial,cinnamon,fibrous,fibrous,white,brown,one,scaly,knobbed,bulbous,edible
paths,partial,gray,silky,silky,pink,pink,one,fibrous,convex,bulbous,poisonous
paths,partial,brown,silky,silky,white,white,one,scaly,convex,,poisonous
waste,partial,pink,smooth,smooth,white,white,two,scaly,flat,,edible
grasses,partial,buff,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,gray,silky,silky,buff,brown,one,scaly,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,buff,one,scaly,flat,bulbous,poisonous
woods,partial,red,smooth,silky,pink,pink,one,scaly,convex,,poisonous
woods,partial,green,smooth,fibrous,white,white,one,scaly,flat,,edible
paths,partial,yellow,silky,silky,brown,buff,one,scaly,flat,bulbous,poisonous
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,buff,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,red,red,two,scaly,convex,,edible
woods,partial,yellow,silky,scaly,white,brown,one,fibrous,flat,,poisonous
woods,partial,purple,smooth,fibrous,white,white,one,scaly,flat,,edible
leaves,partial,brown,smooth,smooth,pink,pink,one,scaly,convex,,poisonous
waste,partial,brown,smooth,smooth,white,white,two,smooth,convex,,edible
urban,partial,white,fibrous,smooth,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,buff,one,scaly,flat,bulbous,poisonous
waste,partial,buff,smooth,smooth,red,red,two,smooth,flat,,edible
leaves,partial,cinnamon,smooth,smooth,white,brown,one,fibrous,knobbed,bulbous,edible
urban,partial,gray,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,gray,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
leaves,partial,red,smooth,silky,pink,white,one,scaly,convex,,poisonous
waste,partial,pink,smooth,smooth,red,white,two,scaly,flat,,edible
waste,partial,pink,smooth,smooth,white,white,two,scaly,knobbed,,edible
grasses,partial,yellow,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
woods,partial,brown,silky,silky,white,white,one,scaly,convex,,poisonous
waste,partial,brown,smooth,smooth,red,white,two,smooth,flat,,edible
grasses,partial,yellow,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
woods,partial,brown,smooth,smooth,pink,pink,one,scaly,convex,,poisonous
waste,partial,brown,smooth,smooth,red,red,two,smooth,flat,,edible
woods,partial,yellow,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
leaves,partial,cinnamon,fibrous,smooth,white,brown,one,fibrous,flat,bulbous,edible
grasses,partial,buff,smooth,smooth,white,white,two,scaly,bell,bulbous,poisonous
waste,partial,red,smooth,smooth,red,white,two,scaly,knobbed,,edible
urban,partial,buff,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,gray,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
urban,partial,gray,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,red,smooth,silky,pink,white,one,scaly,convex,,poisonous
urban,partial,white,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,pink,smooth,smooth,white,white,two,smooth,flat,,edible
grasses,partial,buff,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
paths,partial,red,silky,silky,white,pink,one,scaly,convex,,poisonous
woods,partial,white,smooth,fibrous,white,white,one,scaly,flat,,edible
waste,partial,pink,smooth,smooth,white,red,two,scaly,convex,,edible
urban,partial,buff,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
leaves,partial,white,smooth,smooth,white,white,one,grooves,knobbed,bulbous,poisonous
grasses,partial,gray,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
paths,partial,brown,smooth,smooth,pink,white,one,scaly,convex,,poisonous
waste,partial,red,smooth,smooth,white,white,two,smooth,knobbed,,edible
woods,partial,brown,silky,smooth,pink,white,one,scaly,convex,,poisonous
paths,partial,brown,smooth,smooth,white,white,one,scaly,convex,,poisonous
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,white,red,two,smooth,flat,,edible
grasses,partial,buff,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
meadow,partial,white,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
leaves,partial,brown,fibrous,smooth,white,brown,one,fibrous,flat,bulbous,edible
urban,partial,gray,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
waste,partial,buff,smooth,smooth,red,white,two,smooth,convex,,edible
waste,partial,brown,smooth,smooth,red,white,two,scaly,flat,,edible
woods,partial,green,smooth,fibrous,white,white,one,scaly,convex,,edible
waste,partial,buff,smooth,smooth,red,red,two,smooth,knobbed,,edible
urban,partial,white,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,brown,smooth,silky,pink,white,one,scaly,convex,,poisonous
waste,partial,buff,smooth,smooth,red,red,two,scaly,convex,,edible
grasses,partial,white,smooth,smooth,white,white,two,scaly,flat,bulbous,poisonous
urban,partial,buff,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,gray,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,white,two,smooth,knobbed,,edible
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,pink,smooth,smooth,red,red,two,scaly,knobbed,,edible
meadow,partial,buff,smooth,smooth,white,white,two,scaly,flat,bulbous,poisonous
woods,partial,brown,silky,smooth,pink,white,one,scaly,convex,,poisonous
paths,partial,yellow,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
urban,partial,buff,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
leaves,partial,cinnamon,smooth,fibrous,white,brown,one,fibrous,knobbed,bulbous,edible
urban,partial,gray,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,white,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
meadow,partial,buff,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
grasses,partial,pink,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
grasses,partial,white,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,red,two,scaly,convex,,edible
leaves,partial,brown,smooth,silky,white,white,one,scaly,convex,,poisonous
grasses,partial,gray,silky,silky,buff,brown,one,scaly,convex,bulbous,poisonous
waste,partial,buff,smooth,smooth,white,white,two,smooth,convex,,edible
leaves,partial,brown,silky,smooth,white,white,one,scaly,convex,,poisonous
urban,partial,buff,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,pink,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
leaves,partial,brown,silky,smooth,white,pink,one,scaly,convex,,poisonous
urban,partial,white,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
urban,partial,white,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,green,smooth,fibrous,white,white,one,scaly,flat,,edible
grasses,partial,white,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
urban,partial,white,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,white,smooth,fibrous,white,white,one,scaly,convex,,edible
woods,partial,brown,smooth,silky,pink,pink,one,scaly,convex,,poisonous
waste,partial,buff,smooth,smooth,white,white,two,scaly,knobbed,,edible
woods,partial,brown,silky,silky,pink,white,one,scaly,convex,,poisonous
leaves,partial,brown,silky,silky,pink,pink,one,scaly,convex,,poisonous
urban,partial,buff,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,green,smooth,fibrous,white,white,one,scaly,flat,,edible
grasses,partial,pink,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
urban,partial,buff,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
leaves,partial,cinnamon,fibrous,fibrous,white,brown,one,scaly,flat,bulbous,edible
woods,partial,purple,smooth,fibrous,white,white,one,scaly,convex,,edible
urban,partial,buff,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,white,smooth,fibrous,white,white,one,scaly,convex,,edible
leaves,partial,brown,silky,silky,white,pink,one,scaly,convex,,poisonous
waste,partial,pink,smooth,smooth,red,white,two,smooth,convex,,edible
meadow,partial,pink,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
woods,partial,brown,silky,scaly,white,yellow,one,scaly,flat,,poisonous
paths,partial,yellow,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
grasses,partial,white,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,gray,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
waste,partial,red,smooth,smooth,red,red,two,scaly,flat,,edible
grasses,partial,buff,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
meadow,partial,pink,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
leaves,partial,brown,smooth,silky,pink,pink,one,scaly,convex,,poisonous
urban,partial,buff,fibrous,smooth,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,white,smooth,smooth,white,white,two,scaly,bell,bulbous,poisonous
leaves,partial,brown,smooth,fibrous,white,brown,one,scaly,flat,bulbous,edible
grasses,partial,yellow,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,buff,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
urban,partial,gray,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
leaves,partial,red,smooth,silky,white,pink,one,scaly,convex,,poisonous
woods,partial,yellow,silky,scaly,white,yellow,one,scaly,convex,,poisonous
paths,partial,brown,silky,silky,pink,white,one,scaly,convex,,poisonous
grasses,partial,white,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,gray,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
leaves,partial,brown,smooth,smooth,white,brown,one,fibrous,flat,bulbous,edible
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,convex,bulbous,poisonous
urban,partial,buff,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,red,red,two,smooth,flat,,edible
urban,partial,buff,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
woods,partial,brown,smooth,silky,pink,pink,one,scaly,convex,,poisonous
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,gray,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
leaves,partial,cinnamon,smooth,smooth,white,brown,one,fibrous,flat,bulbous,edible
leaves,partial,brown,silky,silky,pink,pink,one,scaly,convex,,poisonous
waste,partial,red,smooth,smooth,white,red,two,scaly,knobbed,,edible
leaves,partial,brown,silky,smooth,white,white,one,scaly,convex,,poisonous
grasses,partial,white,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
leaves,partial,red,smooth,silky,pink,pink,one,scaly,convex,,poisonous
waste,partial,brown,smooth,smooth,red,red,two,smooth,convex,,edible
paths,partial,gray,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
urban,partial,white,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
waste,partial,red,smooth,smooth,red,red,two,smooth,flat,,edible
woods,partial,yellow,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,red,white,two,scaly,flat,,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,red,white,two,smooth,knobbed,,edible
woods,partial,yellow,silky,silky,brown,buff,one,scaly,flat,bulbous,poisonous
grasses,partial,white,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,brown,smooth,silky,pink,pink,one,scaly,convex,,poisonous
grasses,partial,yellow,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
grasses,partial,white,smooth,smooth,white,white,two,scaly,flat,bulbous,poisonous
woods,partial,brown,silky,smooth,pink,pink,one,scaly,convex,,poisonous
woods,partial,white,smooth,fibrous,white,white,one,scaly,flat,,edible
woods,partial,white,smooth,fibrous,white,white,one,scaly,convex,,edible
paths,partial,brown,smooth,smooth,pink,white,one,scaly,convex,,poisonous
urban,partial,gray,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,purple,smooth,fibrous,white,white,one,scaly,convex,,edible
grasses,partial,white,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,pink,one,fibrous,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,green,smooth,fibrous,white,white,one,scaly,flat,,edible
grasses,partial,white,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,red,red,two,smooth,knobbed,,edible
woods,partial,brown,silky,silky,pink,white,one,scaly,convex,,poisonous
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
meadow,partial,white,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
woods,partial,brown,smooth,silky,pink,white,one,scaly,convex,,poisonous
meadow,partial,buff,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,gray,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
waste,partial,red,smooth,smooth,white,white,two,scaly,convex,,edible
waste,partial,buff,smooth,smooth,red,red,two,smooth,knobbed,,edible
leaves,partial,brown,silky,smooth,pink,white,one,scaly,convex,,poisonous
waste,partial,red,smooth,smooth,red,red,two,smooth,convex,,edible
meadow,partial,buff,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,white,two,smooth,flat,,edible
paths,partial,red,smooth,silky,pink,pink,one,scaly,convex,,poisonous
waste,partial,buff,smooth,smooth,red,red,two,scaly,flat,,edible
urban,partial,gray,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,buff,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
leaves,partial,brown,smooth,silky,pink,white,one,scaly,convex,,poisonous
leaves,partial,red,silky,smooth,white,white,one,scaly,convex,,poisonous
grasses,partial,yellow,silky,silky,buff,buff,one,scaly,flat,bulbous,poisonous
leaves,partial,brown,smooth,silky,white,pink,one,scaly,convex,,poisonous
woods,partial,brown,silky,silky,white,pink,one,scaly,convex,,poisonous
urban,partial,gray,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,pink,smooth,smooth,red,white,two,scaly,convex,,edible
woods,partial,purple,smooth,fibrous,white,white,one,scaly,convex,,edible
paths,partial,yellow,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
leaves,partial,brown,smooth,silky,white,pink,one,scaly,convex,,poisonous
urban,partial,gray,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,buff,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,pink,one,fibrous,convex,bulbous,poisonous
grasses,partial,white,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
waste,partial,brown,smooth,smooth,red,red,two,scaly,knobbed,,edible
woods,partial,red,silky,silky,white,white,one,scaly,convex,,poisonous
paths,partial,yellow,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
waste,partial,buff,smooth,smooth,red,white,two,scaly,convex,,edible
grasses,partial,buff,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
urban,partial,gray,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
urban,partial,buff,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,buff,one,scaly,flat,bulbous,poisonous
paths,partial,brown,smooth,smooth,white,pink,one,scaly,convex,,poisonous
urban,partial,white,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,white,two,scaly,knobbed,,edible
waste,partial,red,smooth,smooth,red,red,two,smooth,convex,,edible
woods,partial,white,smooth,fibrous,white,white,one,scaly,convex,,edible
urban,partial,buff,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
urban,partial,gray,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,white,white,two,smooth,flat,,edible
grasses,partial,yellow,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
leaves,partial,brown,silky,silky,pink,white,one,scaly,convex,,poisonous
grasses,partial,white,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
woods,partial,gray,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
leaves,partial,brown,smooth,smooth,white,brown,one,fibrous,convex,bulbous,edible
woods,partial,yellow,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
urban,partial,white,fibrous,smooth,white,white,one,smooth,convex,bulbous,poisonous
waste,partial,buff,smooth,smooth,red,red,two,smooth,convex,,edible
waste,partial,pink,smooth,smooth,white,red,two,smooth,convex,,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,gray,silky,silky,pink,brown,one,fibrous,flat,bulbous,poisonous
grasses,partial,white,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,pink,one,fibrous,convex,bulbous,poisonous
urban,partial,white,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,red,red,two,scaly,knobbed,,edible
waste,partial,pink,smooth,smooth,white,white,two,scaly,convex,,edible
grasses,partial,yellow,silky,silky,buff,buff,one,scaly,flat,bulbous,poisonous
waste,partial,buff,smooth,smooth,white,white,two,scaly,flat,,edible
waste,partial,red,smooth,smooth,white,white,two,smooth,convex,,edible
urban,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
urban,partial,buff,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
urban,partial,buff,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
paths,partial,gray,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
paths,partial,gray,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
meadow,partial,pink,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
leaves,partial,brown,smooth,smooth,pink,white,one,scaly,convex,,poisonous
grasses,partial,white,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,white,two,scaly,convex,,edible
paths,partial,brown,smooth,smooth,pink,white,one,scaly,convex,,poisonous
paths,partial,brown,smooth,smooth,white,pink,one,scaly,convex,,poisonous
paths,partial,brown,silky,smooth,white,pink,one,scaly,convex,,poisonous
grasses,partial,buff,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,yellow,silky,scaly,white,brown,one,scaly,bell,,poisonous
urban,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
waste,partial,pink,smooth,smooth,white,white,two,scaly,flat,,edible
waste,partial,pink,smooth,smooth,red,red,two,smooth,knobbed,,edible
waste,partial,brown,smooth,smooth,red,red,two,scaly,flat,,edible
meadow,partial,pink,smooth,smooth,white,white,two,scaly,bell,bulbous,poisonous
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,gray,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,brown,one,fibrous,convex,bulbous,poisonous
paths,partial,brown,silky,smooth,pink,white,one,scaly,convex,,poisonous
grasses,partial,buff,smooth,smooth,white,white,two,scaly,flat,bulbous,poisonous
urban,partial,buff,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,buff,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
woods,partial,white,smooth,fibrous,white,white,one,scaly,flat,,edible
leaves,partial,brown,fibrous,smooth,white,brown,one,scaly,convex,bulbous,edible
paths,partial,yellow,silky,silky,brown,brown,one,fibrous,convex,bulbous,poisonous
grasses,partial,buff,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,red,red,two,smooth,knobbed,,edible
paths,partial,yellow,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,brown,silky,scaly,white,brown,one,fibrous,bell,,poisonous
paths,partial,brown,silky,smooth,pink,pink,one,scaly,convex,,poisonous
woods,partial,yellow,silky,silky,brown,buff,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,brown,smooth,silky,white,pink,one,scaly,convex,,poisonous
waste,partial,brown,smooth,smooth,red,white,two,scaly,convex,,edible
leaves,partial,brown,fibrous,fibrous,white,brown,one,scaly,flat,bulbous,edible
grasses,partial,buff,smooth,smooth,white,white,two,scaly,flat,bulbous,poisonous
woods,partial,brown,silky,scaly,white,yellow,one,fibrous,knobbed,,poisonous
grasses,partial,gray,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
paths,partial,brown,silky,silky,pink,white,one,scaly,convex,,poisonous
woods,partial,gray,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,gray,silky,silky,buff,pink,one,fibrous,flat,bulbous,poisonous
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,green,smooth,fibrous,white,white,one,scaly,convex,,edible
paths,partial,brown,silky,smooth,pink,pink,one,scaly,convex,,poisonous
meadow,partial,pink,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
leaves,partial,red,silky,silky,pink,pink,one,scaly,convex,,poisonous
grasses,partial,buff,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
urban,partial,buff,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
waste,partial,red,smooth,smooth,white,white,two,smooth,knobbed,,edible
grasses,partial,buff,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
leaves,partial,brown,fibrous,fibrous,white,brown,one,fibrous,convex,bulbous,edible
woods,partial,yellow,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
woods,partial,white,smooth,fibrous,white,white,one,scaly,flat,,edible
urban,partial,white,smooth,smooth,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,pink,smooth,smooth,white,white,two,smooth,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
leaves,partial,brown,smooth,silky,pink,white,one,scaly,convex,,poisonous
grasses,partial,yellow,silky,silky,buff,buff,one,scaly,flat,bulbous,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
urban,partial,white,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,brown,smooth,silky,white,white,one,scaly,convex,,poisonous
woods,partial,yellow,silky,silky,brown,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,brown,silky,silky,white,pink,one,scaly,convex,,poisonous
grasses,partial,buff,smooth,smooth,white,white,two,scaly,bell,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
leaves,partial,red,silky,smooth,white,pink,one,scaly,convex,,poisonous
woods,partial,brown,silky,smooth,white,white,one,scaly,convex,,poisonous
